sample_id,condition,modality,content_positions,requested_fraction,interval_position_budget,originally_available,newly_removed_observations,actual_removed_fraction_of_available
WxajvjGKz7Y$_$0,audio_30_back,audio,11,0.3,3,11,3,0.2727272727272727
WxajvjGKz7Y$_$3,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
WxajvjGKz7Y$_$6,audio_30_back,audio,32,0.3,10,32,10,0.3125
XIGpuL-Kkyk$_$12,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
XIGpuL-Kkyk$_$0,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
XIGpuL-Kkyk$_$4,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
XIGpuL-Kkyk$_$7,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
XaVYxIW0FDg$_$2,audio_30_back,audio,34,0.3,10,34,10,0.29411764705882354
XyP8bVmGX6M$_$4,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
XzVapdEr_GY$_$3,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
XzVapdEr_GY$_$4,audio_30_back,audio,37,0.3,11,37,11,0.2972972972972973
Y7h-S3cJ52o$_$0,audio_30_back,audio,11,0.3,3,11,3,0.2727272727272727
Y7qkyMyanjU$_$2,audio_30_back,audio,11,0.3,3,11,3,0.2727272727272727
Y7qkyMyanjU$_$4,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
YbuG8xyUO-o$_$3,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
YbuG8xyUO-o$_$2,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
Z7L3V5bwzI0$_$2,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
ZaoFHcbRM9g$_$3,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
ZaoFHcbRM9g$_$2,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
ZaoFHcbRM9g$_$5,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
ZaoFHcbRM9g$_$9,audio_30_back,audio,6,0.3,2,6,2,0.3333333333333333
ZaoFHcbRM9g$_$8,audio_30_back,audio,8,0.3,2,8,2,0.25
Zvisaa77Cng$_$1,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
Zvisaa77Cng$_$5,audio_30_back,audio,16,0.3,5,16,5,0.3125
_7HVhnSYX1Y$_$26,audio_30_back,audio,16,0.3,5,16,5,0.3125
_7HVhnSYX1Y$_$12,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
_7HVhnSYX1Y$_$14,audio_30_back,audio,10,0.3,3,10,3,0.3
_7HVhnSYX1Y$_$19,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
_7HVhnSYX1Y$_$31,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
_7HVhnSYX1Y$_$3,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
_BvNNdEkhZA$_$14,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
_BvNNdEkhZA$_$19,audio_30_back,audio,32,0.3,10,32,10,0.3125
_BvNNdEkhZA$_$7,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
_BvNNdEkhZA$_$6,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
_BvNNdEkhZA$_$9,audio_30_back,audio,16,0.3,5,16,5,0.3125
_aZDaIfGfPo$_$1,audio_30_back,audio,45,0.3,14,45,14,0.3111111111111111
_aZDaIfGfPo$_$0,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
_gr7o5ynhnw$_$13,audio_30_back,audio,34,0.3,10,34,10,0.29411764705882354
_gr7o5ynhnw$_$12,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
_gr7o5ynhnw$_$15,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
_gzYkdjNvPc$_$12,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
_gzYkdjNvPc$_$17,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
_gzYkdjNvPc$_$1,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
_gzYkdjNvPc$_$3,audio_30_back,audio,16,0.3,5,16,5,0.3125
_gzYkdjNvPc$_$2,audio_30_back,audio,6,0.3,2,6,2,0.3333333333333333
_gzYkdjNvPc$_$5,audio_30_back,audio,16,0.3,5,16,5,0.3125
_gzYkdjNvPc$_$4,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
_gzYkdjNvPc$_$6,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
_gzYkdjNvPc$_$9,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
a-WihYDk6vc$_$8,audio_30_back,audio,32,0.3,10,32,10,0.3125
a-WihYDk6vc$_$0,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
aFhc2ddipoM$_$14,audio_30_back,audio,32,0.3,10,32,10,0.3125
aK5tRCXjUvU$_$0,audio_30_back,audio,16,0.3,5,16,5,0.3125
b-FX9NOVQOM$_$1,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
b-FX9NOVQOM$_$4,audio_30_back,audio,30,0.3,9,30,9,0.3
b1LEcg6z66g$_$0,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
b1LEcg6z66g$_$4,audio_30_back,audio,30,0.3,9,30,9,0.3
b1LEcg6z66g$_$8,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
bAkUEnPoucg$_$3,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
bNQkb4K5DX0$_$3,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
bNQkb4K5DX0$_$7,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
bWunvAd96zI$_$1,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
bWunvAd96zI$_$2,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
bWunvAd96zI$_$5,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
bWunvAd96zI$_$4,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
bj9e8w4vNxo$_$12,audio_30_back,audio,42,0.3,13,42,13,0.30952380952380953
bpvYdXVlgvc$_$1,audio_30_back,audio,10,0.3,3,10,3,0.3
bpvYdXVlgvc$_$3,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
bpvYdXVlgvc$_$4,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
bpvYdXVlgvc$_$6,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
c1a1y9ytHH0$_$0,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
c1a1y9ytHH0$_$3,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
c1a1y9ytHH0$_$7,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
c5cB7AfVgcE$_$12,audio_30_back,audio,31,0.3,9,31,9,0.2903225806451613
c5cB7AfVgcE$_$5,audio_30_back,audio,37,0.3,11,37,11,0.2972972972972973
d8BR6hsvzoY$_$1,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
d8BR6hsvzoY$_$0,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
d8BR6hsvzoY$_$2,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
d8BR6hsvzoY$_$5,audio_30_back,audio,10,0.3,3,10,3,0.3
d8BR6hsvzoY$_$6,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
d8BR6hsvzoY$_$9,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
d8BR6hsvzoY$_$8,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
dBWvtPeHpWM$_$4,audio_30_back,audio,5,0.3,2,5,2,0.4
dEDbm2ubVRQ$_$0,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
dEDbm2ubVRQ$_$3,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
dEDbm2ubVRQ$_$8,audio_30_back,audio,16,0.3,5,16,5,0.3125
dt641WxonBI$_$1,audio_30_back,audio,10,0.3,3,10,3,0.3
dt641WxonBI$_$3,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
eOiC1kb17P4$_$0,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
erNDEjQeox8$_$12,audio_30_back,audio,46,0.3,14,46,14,0.30434782608695654
ewBrNsyY82Q$_$4,audio_30_back,audio,32,0.3,10,32,10,0.3125
fWOIAxzBQFY$_$12,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
fWOIAxzBQFY$_$5,audio_30_back,audio,16,0.3,5,16,5,0.3125
fWOIAxzBQFY$_$7,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
f_ZJ7L14oYQ$_$11,audio_30_back,audio,40,0.3,12,40,12,0.3
f_ZJ7L14oYQ$_$27,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
f_ZJ7L14oYQ$_$21,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
f_ZJ7L14oYQ$_$17,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
f_ZJ7L14oYQ$_$9,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
f_ZJ7L14oYQ$_$8,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
ffrJ91swyq0$_$1,audio_30_back,audio,43,0.3,13,43,13,0.3023255813953488
g8Cl74tS3oY$_$2,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
g8Cl74tS3oY$_$6,audio_30_back,audio,41,0.3,12,41,12,0.2926829268292683
gR4gM_WXesQ$_$10,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
gR4gM_WXesQ$_$26,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
gR4gM_WXesQ$_$20,audio_30_back,audio,38,0.3,11,38,11,0.2894736842105263
gR4gM_WXesQ$_$24,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
gR4gM_WXesQ$_$18,audio_30_back,audio,31,0.3,9,31,9,0.2903225806451613
gR4gM_WXesQ$_$3,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
gR4gM_WXesQ$_$4,audio_30_back,audio,20,0.3,6,20,6,0.3
gR4gM_WXesQ$_$8,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
gVqs4TzqySw$_$1,audio_30_back,audio,44,0.3,13,44,13,0.29545454545454547
gVqs4TzqySw$_$3,audio_30_back,audio,25,0.3,8,25,8,0.32
gVqs4TzqySw$_$2,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
gVqs4TzqySw$_$4,audio_30_back,audio,8,0.3,2,8,2,0.25
goMtnNHQ_z4$_$1,audio_30_back,audio,16,0.3,5,16,5,0.3125
goMtnNHQ_z4$_$2,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
goMtnNHQ_z4$_$13,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
goMtnNHQ_z4$_$12,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
hqzF4IDaIYE$_$0,audio_30_back,audio,25,0.3,8,25,8,0.32
hqzF4IDaIYE$_$3,audio_30_back,audio,40,0.3,12,40,12,0.3
hqzF4IDaIYE$_$2,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
hqzF4IDaIYE$_$4,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
hqzF4IDaIYE$_$6,audio_30_back,audio,9,0.3,3,9,3,0.3333333333333333
hvfaYsv7p8E$_$0,audio_30_back,audio,20,0.3,6,20,6,0.3
iUXqlrui25c$_$10,audio_30_back,audio,32,0.3,10,32,10,0.3125
iUXqlrui25c$_$21,audio_30_back,audio,20,0.3,6,20,6,0.3
iUXqlrui25c$_$23,audio_30_back,audio,25,0.3,8,25,8,0.32
icbUzboLcDQ$_$0,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
ioupaiAuRr0$_$5,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
ioupaiAuRr0$_$4,audio_30_back,audio,40,0.3,12,40,12,0.3
jICmfLeFymA$_$16,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
jPrEKz1rAno$_$11,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
jPrEKz1rAno$_$7,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
jPrEKz1rAno$_$6,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
k5ZOshC2LP4$_$1,audio_30_back,audio,31,0.3,9,31,9,0.2903225806451613
kbGhEJ4W44o$_$0,audio_30_back,audio,39,0.3,12,39,12,0.3076923076923077
kfsO4c0Ekes$_$7,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
kvUb78Rdzdc$_$3,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
lO87-4Kf0cQ$_$2,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
lO87-4Kf0cQ$_$5,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
lWf5hHRHIDs$_$11,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
lawHYX5eB20$_$1,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
lawHYX5eB20$_$2,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
mHGaQ_nv9UY$_$13,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
mHGaQ_nv9UY$_$14,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
mHGaQ_nv9UY$_$17,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
mHGaQ_nv9UY$_$22,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
mHGaQ_nv9UY$_$5,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
mHGaQ_nv9UY$_$4,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
mLW-jn67gRE$_$20,audio_30_back,audio,40,0.3,12,40,12,0.3
mLW-jn67gRE$_$17,audio_30_back,audio,41,0.3,12,41,12,0.2926829268292683
mLW-jn67gRE$_$1,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
mLW-jn67gRE$_$3,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
mLW-jn67gRE$_$5,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
mLW-jn67gRE$_$6,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
mLW-jn67gRE$_$9,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
mjpCK2Edsv8$_$0,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
nUZYqTRSGDw$_$4,audio_30_back,audio,25,0.3,8,25,8,0.32
nyzIL6YAonY$_$5,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
nyzIL6YAonY$_$6,audio_30_back,audio,37,0.3,11,37,11,0.2972972972972973
ooAF6I-fmTg$_$3,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
ooAF6I-fmTg$_$5,audio_30_back,audio,16,0.3,5,16,5,0.3125
ooAF6I-fmTg$_$7,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
pOrk7fl1AYo$_$1,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
pOrk7fl1AYo$_$3,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
pOrk7fl1AYo$_$2,audio_30_back,audio,10,0.3,3,10,3,0.3
pOrk7fl1AYo$_$4,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
q9yDL81QppI$_$1,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
q9yDL81QppI$_$0,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
q9yDL81QppI$_$2,audio_30_back,audio,25,0.3,8,25,8,0.32
qK77ZmbqmOM$_$9,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
qK77ZmbqmOM$_$0,audio_30_back,audio,32,0.3,10,32,10,0.3125
qY1sXq-YCHs$_$8,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
qmMSumMloAs$_$1,audio_30_back,audio,30,0.3,9,30,9,0.3
qmMSumMloAs$_$3,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
qmMSumMloAs$_$2,audio_30_back,audio,41,0.3,12,41,12,0.2926829268292683
r13W4H8ZhqI$_$12,audio_30_back,audio,20,0.3,6,20,6,0.3
r13W4H8ZhqI$_$1,audio_30_back,audio,42,0.3,13,42,13,0.30952380952380953
r13W4H8ZhqI$_$5,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
r13W4H8ZhqI$_$8,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
r5ijC2W9ddk$_$8,audio_30_back,audio,33,0.3,10,33,10,0.30303030303030304
r5ijC2W9ddk$_$0,audio_30_back,audio,15,0.3,4,15,4,0.26666666666666666
r9tgDqXEcuc$_$4,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
rf0yDSeVEUA$_$1,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
rf0yDSeVEUA$_$0,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
rf0yDSeVEUA$_$3,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
rojyUp4FPSg$_$26,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
rojyUp4FPSg$_$20,audio_30_back,audio,32,0.3,10,32,10,0.3125
rojyUp4FPSg$_$21,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
rojyUp4FPSg$_$23,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
rojyUp4FPSg$_$5,audio_30_back,audio,27,0.3,8,27,8,0.2962962962962963
rojyUp4FPSg$_$7,audio_30_back,audio,45,0.3,14,45,14,0.3111111111111111
rojyUp4FPSg$_$9,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
rojyUp4FPSg$_$10,audio_30_back,audio,14,0.3,4,14,4,0.2857142857142857
rojyUp4FPSg$_$12,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
rojyUp4FPSg$_$16,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
rojyUp4FPSg$_$18,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
rojyUp4FPSg$_$37,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
rojyUp4FPSg$_$36,audio_30_back,audio,6,0.3,2,6,2,0.3333333333333333
rojyUp4FPSg$_$34,audio_30_back,audio,34,0.3,10,34,10,0.29411764705882354
rojyUp4FPSg$_$32,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
rwNlqh0k1j4$_$15,audio_30_back,audio,43,0.3,13,43,13,0.3023255813953488
rwNlqh0k1j4$_$3,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
rwNlqh0k1j4$_$2,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
rwNlqh0k1j4$_$7,audio_30_back,audio,32,0.3,10,32,10,0.3125
sC16n1k66io$_$2,audio_30_back,audio,32,0.3,10,32,10,0.3125
sC16n1k66io$_$16,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
sPremsknoLM$_$1,audio_30_back,audio,6,0.3,2,6,2,0.3333333333333333
ssqiwP19JhM$_$10,audio_30_back,audio,39,0.3,12,39,12,0.3076923076923077
ssqiwP19JhM$_$2,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
szic2IB9HB4$_$5,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
tQ-CIfgj-Js$_$3,audio_30_back,audio,48,0.3,14,2,2,1.0
tXQpm-nKxNA$_$5,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
tXQpm-nKxNA$_$7,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
uacdDoBtT1k$_$0,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
uacdDoBtT1k$_$6,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
unNY4zIk8MM$_$1,audio_30_back,audio,30,0.3,9,30,9,0.3
unNY4zIk8MM$_$3,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
unNY4zIk8MM$_$5,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
unNY4zIk8MM$_$8,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
uooIiW6dEyg$_$1,audio_30_back,audio,8,0.3,2,8,2,0.25
uooIiW6dEyg$_$5,audio_30_back,audio,35,0.3,10,35,10,0.2857142857142857
v2Rr-EsJda8$_$0,audio_30_back,audio,10,0.3,3,10,3,0.3
v2Rr-EsJda8$_$6,audio_30_back,audio,12,0.3,4,12,4,0.3333333333333333
v9gjg7TDlTA$_$0,audio_30_back,audio,16,0.3,5,16,5,0.3125
v9gjg7TDlTA$_$4,audio_30_back,audio,20,0.3,6,20,6,0.3
vHzbn_YW76s$_$3,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
vU0a4F36Ksw$_$13,audio_30_back,audio,31,0.3,9,31,9,0.2903225806451613
vU0a4F36Ksw$_$12,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
vU0a4F36Ksw$_$17,audio_30_back,audio,16,0.3,5,16,5,0.3125
vU0a4F36Ksw$_$0,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
vU0a4F36Ksw$_$3,audio_30_back,audio,6,0.3,2,6,2,0.3333333333333333
vU0a4F36Ksw$_$5,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
vU0a4F36Ksw$_$7,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
vU0a4F36Ksw$_$20,audio_30_back,audio,4,0.3,1,4,1,0.25
vbr3EA8cJTI$_$0,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
vbr3EA8cJTI$_$2,audio_30_back,audio,25,0.3,8,25,8,0.32
vbr3EA8cJTI$_$7,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
vbr3EA8cJTI$_$6,audio_30_back,audio,28,0.3,8,28,8,0.2857142857142857
wF8980oGklk$_$24,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
wF8980oGklk$_$25,audio_30_back,audio,10,0.3,3,10,3,0.3
wF8980oGklk$_$1,audio_30_back,audio,7,0.3,2,7,2,0.2857142857142857
wF8980oGklk$_$0,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
wF8980oGklk$_$3,audio_30_back,audio,17,0.3,5,17,5,0.29411764705882354
wF8980oGklk$_$2,audio_30_back,audio,5,0.3,2,5,2,0.4
wF8980oGklk$_$6,audio_30_back,audio,24,0.3,7,24,7,0.2916666666666667
wF8980oGklk$_$17,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
wosolsrH3sM$_$6,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
x-zGBp7axao$_$3,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
x2lOwQaAn4g$_$4,audio_30_back,audio,18,0.3,5,18,5,0.2777777777777778
xUgAP84vsg4$_$15,audio_30_back,audio,21,0.3,6,21,6,0.2857142857142857
xUgAP84vsg4$_$4,audio_30_back,audio,22,0.3,7,22,7,0.3181818181818182
xUgAP84vsg4$_$8,audio_30_back,audio,10,0.3,3,10,3,0.3
xivYoEUQ5sk$_$5,audio_30_back,audio,45,0.3,14,45,14,0.3111111111111111
xivYoEUQ5sk$_$4,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
xjsaS-LeZ14$_$20,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
xjsaS-LeZ14$_$14,audio_30_back,audio,19,0.3,6,19,6,0.3157894736842105
xjsaS-LeZ14$_$6,audio_30_back,audio,48,0.3,14,48,14,0.2916666666666667
y8HXGm1-Ecw$_$7,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
y9FyTEyGy5Y$_$1,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
zhE_68GMJIk$_$8,audio_30_back,audio,23,0.3,7,23,7,0.30434782608695654
zhE_68GMJIk$_$5,audio_30_back,audio,29,0.3,9,29,9,0.3103448275862069
zjYEBwXGD8I$_$13,audio_30_back,audio,38,0.3,11,38,11,0.2894736842105263
zjYEBwXGD8I$_$15,audio_30_back,audio,20,0.3,6,20,6,0.3
zjYEBwXGD8I$_$0,audio_30_back,audio,11,0.3,3,11,3,0.2727272727272727
zjYEBwXGD8I$_$2,audio_30_back,audio,13,0.3,4,13,4,0.3076923076923077
zjYEBwXGD8I$_$4,audio_30_back,audio,40,0.3,12,40,12,0.3
zjYEBwXGD8I$_$9,audio_30_back,audio,26,0.3,8,26,8,0.3076923076923077
zk2jTlAtvSU$_$3,audio_30_back,audio,32,0.3,10,32,10,0.3125
-UacrmKiTn4$_$7,audio_50_front,audio,26,0.5,13,26,13,0.5
-qDkUB0GgYY$_$5,audio_50_front,audio,48,0.5,24,48,24,0.5
0utROiKxejc$_$1,audio_50_front,audio,16,0.5,8,16,8,0.5
0utROiKxejc$_$4,audio_50_front,audio,33,0.5,16,33,16,0.48484848484848486
0y022OlZ3W0$_$3,audio_50_front,audio,17,0.5,8,17,8,0.47058823529411764
0y022OlZ3W0$_$5,audio_50_front,audio,22,0.5,11,22,11,0.5
0y022OlZ3W0$_$8,audio_50_front,audio,13,0.5,6,13,6,0.46153846153846156
101787$_$11,audio_50_front,audio,32,0.5,16,32,16,0.5
101787$_$13,audio_50_front,audio,19,0.5,10,19,10,0.5263157894736842
101787$_$1,audio_50_front,audio,16,0.5,8,16,8,0.5
101787$_$5,audio_50_front,audio,17,0.5,8,17,8,0.47058823529411764
101787$_$7,audio_50_front,audio,8,0.5,4,8,4,0.5
101787$_$9,audio_50_front,audio,19,0.5,10,19,10,0.5263157894736842
102408$_$2,audio_50_front,audio,7,0.5,4,7,4,0.5714285714285714
102408$_$5,audio_50_front,audio,29,0.5,14,29,14,0.4827586206896552
102408$_$9,audio_50_front,audio,29,0.5,14,29,14,0.4827586206896552
102858$_$20,audio_50_front,audio,24,0.5,12,24,12,0.5
102858$_$21,audio_50_front,audio,27,0.5,14,27,14,0.5185185185185185
102858$_$1,audio_50_front,audio,22,0.5,11,22,11,0.5
102858$_$0,audio_50_front,audio,3,0.5,2,3,2,0.6666666666666666
102858$_$4,audio_50_front,audio,48,0.5,24,48,24,0.5
102858$_$6,audio_50_front,audio,26,0.5,13,26,13,0.5
102858$_$10,audio_50_front,audio,10,0.5,5,10,5,0.5
102858$_$17,audio_50_front,audio,9,0.5,4,9,4,0.4444444444444444
102858$_$19,audio_50_front,audio,12,0.5,6,12,6,0.5
112433$_$10,audio_50_front,audio,1,0.5,1,1,1,1.0
112433$_$3,audio_50_front,audio,32,0.5,16,32,16,0.5
112433$_$7,audio_50_front,audio,9,0.5,4,9,4,0.4444444444444444
112433$_$6,audio_50_front,audio,24,0.5,12,24,12,0.5
117tQqLjza4$_$6,audio_50_front,audio,15,0.5,8,15,8,0.5333333333333333
11j7EfglCAs$_$2,audio_50_front,audio,24,0.5,12,24,12,0.5
121128$_$10,audio_50_front,audio,15,0.5,8,15,8,0.5333333333333333
121128$_$1,audio_50_front,audio,29,0.5,14,29,14,0.4827586206896552
121128$_$0,audio_50_front,audio,11,0.5,6,11,6,0.5454545454545454
121128$_$5,audio_50_front,audio,7,0.5,4,7,4,0.5714285714285714
125344$_$0,audio_50_front,audio,48,0.5,24,48,24,0.5
125676$_$0,audio_50_front,audio,13,0.5,6,13,6,0.46153846153846156
125676$_$4,audio_50_front,audio,27,0.5,14,27,14,0.5185185185185185
128059$_$11,audio_50_front,audio,38,0.5,19,38,19,0.5
128059$_$12,audio_50_front,audio,16,0.5,8,16,8,0.5
128059$_$2,audio_50_front,audio,14,0.5,7,14,7,0.5
128059$_$7,audio_50_front,audio,48,0.5,24,48,24,0.5
128059$_$6,audio_50_front,audio,48,0.5,24,48,24,0.5
128059$_$9,audio_50_front,audio,22,0.5,11,22,11,0.5
